Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
Mathematical and Physical Sciences Ascending Faculty Catalyst Awards,https://www.grants.gov/search-results-detail/350369,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
IDeA Clinical and Translational Research Network (CTR-N) Award (P50 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/350041,2025-10-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NHLBI Program Project Applications (P01 Clinical Trials Optional),https://www.grants.gov/search-results-detail/351057,2026-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),https://www.grants.gov/search-results-detail/349618,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/349847,2026-05-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
AHRQ Small Health Services Research Grant Program (R03),https://www.grants.gov/search-results-detail/352221,2029-07-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353710,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/353763,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mentored Quantitative Research Development Award (Parent K25 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353711,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353059,2026-06-24,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Focused Technology Research and Development (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357112,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Science and Technology Centers: Integrative Partnerships,https://www.grants.gov/search-results-detail/355969,2025-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Natural History of Disorders Screenable in the Newborn Period (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357010,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357182,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Translational Neural Devices (R61/R33 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/356903,2027-01-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Biological Anthropology Program Senior Research Awards,https://www.grants.gov/search-results-detail/344001,2025-07-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Information Innovation Office (I2O) Office-Wide,https://www.grants.gov/search-results-detail/356901,2025-10-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Environmental Health Sciences Core Centers Program (P30 Clinical Trials Optional),https://www.grants.gov/search-results-detail/357121,2027-01-29,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Contraceptive Development Research Centers (P50 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357196,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Social disconnection and Suicide Risk in Late Life (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357198,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Small Research Grants for Analyses of Gabriella Miller Kids First Pediatric Research Data (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357178,2025-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Change of Recipient Organization (Type 7 Parent Clinical Trial Optional),https://www.grants.gov/search-results-detail/355354,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Advanced Technological Education,https://www.grants.gov/search-results-detail/355100,2025-10-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Translational Exploratory/Developmental Research Projects (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356848,2025-05-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
"C4ISR, Information Operations, Cyberspace Operations and Information Technology System Research, Cryogenics and Quantum Broad Agency Announcement (BAA)",https://www.grants.gov/search-results-detail/354824,2025-06-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356853,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Technology Development Research for Establishing Feasibility and Proof of Concept (R21 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357113,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Emerging Global Leader Award (K43 Independent Clinical Trial Required),https://www.grants.gov/search-results-detail/356724,2026-12-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCI Small Grants Program for Cancer Research (NCI Omnibus) (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356760,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"FY 2024 &ndash; 2026 Broad Agency Announcement (BAA), Office of Oceanic and Atmospheric Research (OAR)",https://www.grants.gov/search-results-detail/356669,2026-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357015,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA),https://www.grants.gov/search-results-detail/355705,2026-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Single Cell Opioid Responses in the Context of HIV (SCORCH) Program: Data Mining and Functional Validation (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356038,2026-03-19,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NHLBI Career Transition Award for Intramural Postdoctoral Fellows and Research Trainees (K22 Clinical Trial Required),https://www.grants.gov/search-results-detail/355399,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Developing novel theory and methods for understanding the genetic architecture of complex human traits (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357136,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Single Cell Opioid Responses in the Context of HIV (SCORCH) Program:  Data Mining and Functional Validation (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356035,2026-03-19,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Laboratories to Optimize Digital Health (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357034,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357138,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancing Informal STEM Learning,https://www.grants.gov/search-results-detail/356256,2026-01-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Examining the Impact of Artificial Intelligence (AI) on Healthcare Safety (R18),https://www.grants.gov/search-results-detail/355419,2027-05-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357072,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Mechanisms that Impact Cancer Risk after Bariatric Surgery (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356341,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research (R01 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/356850,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356953,2027-10-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDA Research Education Program for Clinical Researchers and Clinicians (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357168,2027-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Small Research Grant Program for the Next Generation of Researchers in AD/ADRD Research (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357172,2026-03-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R21 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/356748,2025-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Occupational Safety and Health Education and Research Centers (T42),https://www.grants.gov/search-results-detail/355417,2028-10-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancement and Innovation in Measurement of Language Development and Predictors (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357186,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mechanism for Time-Sensitive Substance Use Research (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356478,2027-09-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Development of Biomarkers or Composite Biomarkers for Neurological and Neuromuscular Disorders (R61/R33 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/356874,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancement and Innovation in Measurement of Language Development and Predictors (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357187,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Computational Approaches to Curation at Scale for Biomedical Research Assets (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356888,2027-04-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357005,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Limited Competition: Small Grant Program for ORIP Special Emphasis Research Career Award (SERCA) K01 Recipients (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357188,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
High-End Instrumentation (HEI) Grant Program (S10 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356883,2027-06-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Early Stage Testing of Pharmacologic or Neuromodulatory Device-based Interventions for the Treatment of Mental Disorders (R33- Clinical Trial Required),https://www.grants.gov/search-results-detail/357430,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Cancer Prevention and Control Clinical Trials Planning Grant Program (R34 Clinical Trials Optional),https://www.grants.gov/search-results-detail/356979,2027-10-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Co-infection and Cancer (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357271,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Advanced-Stage Development and Utilization of Research Infrastructure for Interdisciplinary Aging Studies (R33 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357032,2025-12-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NICHD Resource Program Grants in Bioinformatics (P41 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356517,2027-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Geospace Cluster,https://www.grants.gov/search-results-detail/356536,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Infrastructure Cluster,https://www.grants.gov/search-results-detail/356537,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R01 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/357485,2027-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/357014,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357194,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NCI Pathway to Independence Award (K99/R00  Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357259,2027-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mood and Psychosis Symptoms during the Menopause Transition (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357341,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Atmosphere Cluster,https://www.grants.gov/search-results-detail/356538,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"Catalyze: Product Definition for Small Molecules, Biologics and Combination Products - Target Identification and Validation, and Preliminary Product/Lead Series Identification (R61/R33  Clinical Trials Not Allowed)",https://www.grants.gov/search-results-detail/357334,2027-12-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Pilot Projects Investigating Understudied Proteins Associated with Rare Diseases (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356879,2027-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NCCIH Natural Product Mid Phase Clinical Trial (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357493,2026-11-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCCIH Multi-Site Feasibility Clinical Trials of Mind and Body Interventions (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357301,2026-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Fundamental Research to Counter Weapons of Mass Destruction,https://www.grants.gov/search-results-detail/356612,2034-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2034
Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357465,2025-12-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NSWC Dahlgren BAA N00178-25-0002,https://www.grants.gov/search-results-detail/356715,2025-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NINDS Renewal Awards of SBIR Phase II Grants (Phase IIB) for Clinical Trials and Clinical Research (R44 Clinical Trial Optional),https://www.grants.gov/search-results-detail/355039,2027-04-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Catalyze Product Definition  Medical Device prototype design/testing and disease target identification and assay development (R61/R33 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357339,2027-12-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Cultural Anthropology Program Senior Research Awards,https://www.grants.gov/search-results-detail/356659,2025-08-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Quantum Leap Challenge Institutes,https://www.grants.gov/search-results-detail/356228,2025-09-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357002,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357313,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
New Approaches for Measuring Brain Changes Across Longer Timespans (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357377,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21/R33 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/357527,2026-03-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Development of Animal Models and Related Biological Materials for Down Syndrome Research (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357388,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Using Innovative Digital Healthcare Solutions to Improve Quality at the Point of Care (R21/R33 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/355533,2026-07-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIAID Career Transition Award (K22 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357511,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Engineering Research Initiation,https://www.grants.gov/search-results-detail/355348,2025-09-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Exploratory/Developmental Research on Guillain Barre Syndrome (GBS) and Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) (R21 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357090,2025-10-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
BRAIN Initiative: Development and Validation of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in the Brain (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357137,2027-02-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Effectiveness Trials to Test Mental Health System Interventions (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357434,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Full-Scale Hybrid Effectiveness-Implementation Trials for Mental Health Interventions (R01 - Clinical Trial Required),https://www.grants.gov/search-results-detail/357421,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NHLBI Career Transition Award for Intramural Postdoctoral Fellows and Research Trainees (K22 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355395,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357426,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Developing novel theory and methods for understanding the genetic architecture of complex human traits (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357135,2026-11-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/356924,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Investigator Initiated Innovation in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357195,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDCR Small Grant Program for New Investigators (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357201,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NICHD Small Research Grant Program (R03 Clinical Trial Required),https://www.grants.gov/search-results-detail/357157,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancing Research to Understand Congenital Malformations (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357008,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alcohol Health Services Research (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357440,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Alcohol Treatment, Pharmacotherapy, and Recovery Research (R01 Clinical Trial Required)",https://www.grants.gov/search-results-detail/357442,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/355439,2026-12-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Integration of Imaging and Fluid-Based Tumor Monitoring in Cancer Therapy (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357003,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",https://www.grants.gov/search-results-detail/357231,2027-02-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovative Programs to Enhance Research Training (IPERT) (R25 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355492,2026-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Academic Research Enhancement Award (AREA) for Undergraduate-Focused Institutions (R15 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357458,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
HEAL Initiative: Studies to Enable Analgesic Discovery (R61/R33 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356460,2027-01-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Utilizing Invasive Recording and Stimulating Opportunities in Humans to Advance Neural Circuitry Understanding of Mental Health Disorders (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357345,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Navigator Emergency Department Diversion Models for Non-Urgent Mental Health Concerns (R34 Clinical Trial Required),https://www.grants.gov/search-results-detail/357386,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Enhancing Mechanistic Research on Precision Probiotic Therapies (R33 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356927,2027-06-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NINDS Sustainable Transformation of Institutional Research Rigor (STIRR) Program (RC2 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356928,2025-10-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Archiving and Documenting Child Health and Human Development Data Sets (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357179,2025-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Alcohol Health Services Research (R34 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357438,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357030,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Exploratory Grants in Cancer Control (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357067,2028-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Mood and Psychosis Symptoms during the Menopause Transition (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357342,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
2025 Human Exploration Research Opportunities (HERO) NOFO,https://www.grants.gov/search-results-detail/356941,2025-10-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Imaging - Science Track Award for Research Transition (I/START) (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356437,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH HEAL Initiative PainCare Clinician Training Program (PCTP): Mentored Clinical Scientist Development Awards (K08 - Clinical Trials Required),https://www.grants.gov/search-results-detail/355206,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Prevention and Intervention Approaches for Fetal Alcohol Spectrum Disorders (R34 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357376,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
FY 2025 Continuation of Solicitation for the Office of Science Financial Assistance Program,https://www.grants.gov/search-results-detail/356590,2025-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Automated Processes for Knowledge Discovery and Information Retrieval,https://www.grants.gov/search-results-detail/356370,2029-09-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357006,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
In-Depth Phenotyping and Research Using IMPC-Generated Knockout Mouse Strains Exhibiting Embryonic or Perinatal Lethality or Subviability (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357009,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Summer Research Education Experience Program (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/354972,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Engineering Next-Generation Human Nervous System Microphysiological Systems (R21 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357016,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Engineering Next-Generation Human Nervous System Microphysiological Systems (R01 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357017,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIMH Research Education Mentoring Program for HIV Researchers (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355177,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
New Approaches for Measuring Brain Changes Across Longer Timespans (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357378,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Catalyze: Product Definition for Small Molecules, Biologics, and Combination Products - Preliminary Product/Lead Series Identification and Combination Product Prototype (R33 - Clinical Trial Not Allowed)",https://www.grants.gov/search-results-detail/357337,2027-12-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Multilateral Partnerships Leveraging Excellence,https://www.grants.gov/search-results-detail/356425,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357202,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NCMRR Early Career Research Award (R03 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357206,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NINDS Alzheimers Disease-Related Dementias (ADRD) Advanced Postdoctoral Career Transition Award (K99/R00 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355096,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357134,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Navigator Emergency Department Diversion Models for Non-Urgent Mental Health Concerns (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357382,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
