Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
APOPTOSIS AND GLUCOCORTICOID RESISTANCE IN HUMAN LEUKEMIC CELL LINES,https://reporter.nih.gov/project-details/5S06GM008019-26,Not specified,Research Grant,Awarded,"$78,781.00",NIH RePORTER,2023
ADMIXTURE MAPPING OF HTN IN AA (AMHA),https://reporter.nih.gov/project-details/5M01RR010284-13,Not specified,Research Grant,Awarded,"$167,720.00",NIH RePORTER,2023
Role of Matrix Viscoelasticity on Tumor-Macrophage Interactions,https://reporter.nih.gov/project-details/5F31CA250405-02,Not specified,Research Grant,Awarded,"$16,745.00",NIH RePORTER,2023
BIOPHYSICAL CUES SHAPING MACROPHAGE AND T-CELL FUNCTIONS,https://reporter.nih.gov/project-details/5K99GM151568-02,Not specified,Research Grant,Awarded,"$124,967.00",NIH RePORTER,2023
"otecting and Improving Public Health Globally: Building and Strengthening Public Health Impact,",https://reporter.nih.gov/project-details/1U19GH001257-01,Not specified,Research Grant,Awarded,"$400,000.00",NIH RePORTER,2023
NIGERIA MINISTRY OF HEALTH SEASONAL AND PANDEMIC INFLUENZA CONTROL PROGRAM,https://reporter.nih.gov/project-details/5U51IP000524-05,Not specified,Research Grant,Awarded,"$345,000.00",NIH RePORTER,2023
Epigenetic Influence of Diet on Bladder Physiology,https://reporter.nih.gov/project-details/5K43TW011932-02,Not specified,Research Grant,Awarded,"$97,318.00",NIH RePORTER,2023
Influence of fluoxetine on the disposition kinetics of dolutegravir among people living with HIV with major depression in Nigeria,https://reporter.nih.gov/project-details/5K43TW011995-03,Not specified,Research Grant,Awarded,"$71,729.00",NIH RePORTER,2023
Enhancing HIV Research Training Capacity in University of Rwanda's Research Office,https://reporter.nih.gov/project-details/5G11TW010348-04,Not specified,Research Grant,Awarded,"$98,080.00",NIH RePORTER,2023
Einstein/Rwanda/DRC Consortium for Research in HIV/HPV Malignancies,https://reporter.nih.gov/project-details/5U54CA254568-05,Not specified,Research Grant,Awarded,"$165,972.00",NIH RePORTER,2023
Plan to Enhance Diversity,https://reporter.nih.gov/project-details/2P30CA013330-51,Not specified,Research Grant,Awarded,"$210,087.00",NIH RePORTER,2023
Elucidating the role of jails in MRSA community transmission,https://reporter.nih.gov/project-details/5F32MD017937-03,Not specified,Research Grant,Awarded,"$79,456.00",NIH RePORTER,2023
DEVELOPMENT OF FLURBIPROFEN AS A SELECTIVE PROBE OF CYP2C9,https://reporter.nih.gov/project-details/5M01RR000056-36,Not specified,Research Grant,Awarded,"$17,579.00",NIH RePORTER,2023
SPECIFICITY OF THE ACTIVITIES OF DIFFERENT MODULATING AGENTS,https://reporter.nih.gov/project-details/5M01RR000056-35,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
METABOLIZING ACTIVITIES ON CHLOROQUINE EFFECTS,https://reporter.nih.gov/project-details/1R15GM049356-01,Not specified,Research Grant,Awarded,"$105,401.00",NIH RePORTER,2023
DISPOSITION OF DAPSONE,https://reporter.nih.gov/project-details/3M01RR000056-38S3,Not specified,Research Grant,Awarded,"$3,034.00",NIH RePORTER,2023
SELECTIVE MODULATION OF ESTROGEN METABOLIC PATHWAYS,https://reporter.nih.gov/project-details/5M01RR000056-37,Not specified,Research Grant,Awarded,"$19,081.00",NIH RePORTER,2023
Investigating mechanistic underpinnings and therapeutic potential of selective histone deacetylase and bromodomain inhibition for the treatment of non-small cell lung cancer,https://reporter.nih.gov/project-details/5K22CA222669-02,Not specified,Research Grant,Awarded,"$182,485.00",NIH RePORTER,2023
Dissecting the immunological mechanisms associated with prostate cancer progression in African-American men and exploring epigenetics-based immune modulation for therapy,https://reporter.nih.gov/project-details/1R21CA260084-01,Not specified,Research Grant,Awarded,"$423,486.00",NIH RePORTER,2023
Genotypes of Helicobacter Pylori in West Africa,https://reporter.nih.gov/project-details/1R03AI061308-01,Not specified,Research Grant,Awarded,"$53,616.00",NIH RePORTER,2023
VARIATION OF THE SHORT TANDEM REPEATS IN MYCOPLASMA GENITALIUM LIPOPROTEIN GENES,https://reporter.nih.gov/project-details/5P20RR016456-05,Not specified,Research Grant,Awarded,"$27,018.00",NIH RePORTER,2023
Utilizing Plasma Proteomics to Identify Novel Biomarkers of Cognitive Aging,https://reporter.nih.gov/project-details/1F30AG085905-01,Not specified,Research Grant,Awarded,"$34,296.00",NIH RePORTER,2023
Promoting Cervical Cancer Screening among African American and Sub-Saharan African Immigrant women,https://reporter.nih.gov/project-details/5K01CA251487-03,Not specified,Research Grant,Awarded,"$153,428.00",NIH RePORTER,2023
PROSTATE CANCER STUDY,https://reporter.nih.gov/project-details/5P20RR011792-07,Not specified,Research Grant,Awarded,"$36,053.00",NIH RePORTER,2023
Improving Pulmonary Fibrosis Classification with Genomics Informed Phenotypic Clusters,https://reporter.nih.gov/project-details/5K23HL146942-02,Not specified,Research Grant,Awarded,"$161,152.00",NIH RePORTER,2023
IONOTROPIC NMDA RECEPTOR ANTAGONISTS,https://reporter.nih.gov/project-details/7R15NS036393-02,Not specified,Research Grant,Awarded,"$38,135.00",NIH RePORTER,2023
Non-Peptide Amyloid Plaque Formation Inhibitors,https://reporter.nih.gov/project-details/1R15NS050177-01A1,Not specified,Research Grant,Awarded,"$222,150.00",NIH RePORTER,2023
Ionotropic NMDA Receptor Antaqonists,https://reporter.nih.gov/project-details/2R15NS036393-03A1,Not specified,Research Grant,Awarded,"$106,060.00",NIH RePORTER,2023
Nitrogenous disinfection by-products and their metabolic impact on human gut microbiota,https://reporter.nih.gov/project-details/5F31ES033512-02,Not specified,Research Grant,Awarded,"$36,703.00",NIH RePORTER,2023
Deep Learning-enhanced Evaluation of Quality of Care and Disparities Among Patients with Heart Failure in the Electronic Health Record,https://reporter.nih.gov/project-details/1F30HL176149-01,Not specified,Research Grant,Awarded,"$36,958.00",NIH RePORTER,2023
A heteropolymer antibody for treatment of serotype B BoNT,https://reporter.nih.gov/project-details/1R43AI079999-01,Not specified,Research Grant,Awarded,"$270,025.00",NIH RePORTER,2023
COMPARITIVE STUDIES OF SPLENDIC FUNCTION IN HBSS DISEASE,https://reporter.nih.gov/project-details/1F05TW004414-01,Not specified,Research Grant,Awarded,"$29,600.00",NIH RePORTER,2023
Exploring the mechanisms of Semaphorin/Plexin-mediated synapse formation in the intact hippocampus,https://reporter.nih.gov/project-details/5F31NS118799-02,Not specified,Research Grant,Awarded,"$35,422.00",NIH RePORTER,2023
Posttranslational modifications of glucocorticoid receptor associated with drug-resistance in prostate cancer,https://reporter.nih.gov/project-details/1R01CA290402-01,Not specified,Research Grant,Awarded,"$642,303.00",NIH RePORTER,2023
Therapeutic targeting of master regulators in non-canonical AR driven advanced lethal prostate cancers,https://reporter.nih.gov/project-details/5R37CA272726-02,Not specified,Research Grant,Awarded,"$503,083.00",NIH RePORTER,2023
Context-Specific Regulation of NFkB Signaling Dynamics in Primary Macrophages,https://reporter.nih.gov/project-details/1F31AI138450-01A1,Not specified,Research Grant,Awarded,"$29,076.00",NIH RePORTER,2023
CELL CYCLE CONTROL--THE ROLE OF MONOVALENT CATION FLUXES,https://reporter.nih.gov/project-details/5R01CA034460-02,Not specified,Research Grant,Awarded,"$97,080.00",NIH RePORTER,2023
RENOVATION OF THE OSBORNE LABORATORY ANIMAL UNIT,https://reporter.nih.gov/project-details/1R24RR004416-01,Not specified,Research Grant,Awarded,"$369,408.00",NIH RePORTER,2023
Neural mechanisms of gait disturbances as individualized digital biomarker trajectories in preclinical dementia,https://reporter.nih.gov/project-details/1R01AG089169-01,Not specified,Research Grant,Awarded,"$955,432.00",NIH RePORTER,2023
"Identifying Patterns of Cognitive, Motor, and Brain Structural Abnormalities Differentiating Alcohol Use Disorder with and without HIV Infection Comorbidity",https://reporter.nih.gov/project-details/1F32AA026762-01,Not specified,Research Grant,Awarded,"$63,034.00",NIH RePORTER,2023
Deciphering a tissue specific role for Arhgap29 during palatogenesis,https://reporter.nih.gov/project-details/5F31DE033222-02,Not specified,Research Grant,Awarded,"$36,445.00",NIH RePORTER,2023
HEALTH CARE UTILIZATION AND RECURRENCE OF ABDOMINAL PAIN,https://reporter.nih.gov/project-details/7R01HS005705-04,Not specified,Research Grant,Awarded,"$219,219.00",NIH RePORTER,2023
PA SPREAD: PA Spreading Primary Care Enhanced Delivery Infrastructure,https://reporter.nih.gov/project-details/5U18HS020988-02,Not specified,Research Grant,Awarded,"$479,737.00",NIH RePORTER,2023
PA SPREAD: Spreading Quality Improvement Infrastructure across Pennsylvania,https://reporter.nih.gov/project-details/5R18HS023210-03,Not specified,Research Grant,Awarded,"$495,530.00",NIH RePORTER,2023
Implementing Motivational Counseling for Patients with Type 2 Diabetes,https://reporter.nih.gov/project-details/5R34DK081060-02,Not specified,Research Grant,Awarded,"$230,324.00",NIH RePORTER,2023
NHLBI CLINICAL INVESTIGATOR AWARD PROGRAM,https://reporter.nih.gov/project-details/5K08HL001533-05,Not specified,Research Grant,Awarded,"$63,589.00",NIH RePORTER,2023
IMPACT OF HORMONAL CHANGES ON ASTHMA IN WOMEN,https://reporter.nih.gov/project-details/5U01AI034570-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Simulation for Attending Obstetricians to Improve Technical Skills for Managing Postpartum Hemorrhage,https://reporter.nih.gov/project-details/1R01HD107451-01,Not specified,Research Grant,Awarded,"$704,597.00",NIH RePORTER,2023
Effectiveness of Pictographs to Prevent Wrong-Patient Errors in the NICU,https://reporter.nih.gov/project-details/5R01HD094793-03,Not specified,Research Grant,Awarded,"$668,937.00",NIH RePORTER,2023
Develop and Validate Health IT Safety Measures to Capture Violations of the 5 Rights of Medication Safety,https://reporter.nih.gov/project-details/1R01HS024538-01,Not specified,Research Grant,Awarded,"$249,999.00",NIH RePORTER,2023
Providing Evidence and Developing a Toolkit to Accelerate the Adoption of Patient Photographs in Electronic Health Records,https://reporter.nih.gov/project-details/5R01HS024713-04,Not specified,Research Grant,Awarded,"$388,368.00",NIH RePORTER,2023
Columbia University Patient Safety and Health Services Research Training,https://reporter.nih.gov/project-details/5T32HS026121-04,Not specified,Research Grant,Awarded,"$462,567.00",NIH RePORTER,2023
Patient Safety and Health Services Research Training,https://reporter.nih.gov/project-details/5T32HS026121-07,Not specified,Research Grant,Awarded,"$620,443.00",NIH RePORTER,2023
Columbia-Cornell-Einstein EQUIP+ Center for Learning Health System Science,https://reporter.nih.gov/project-details/1P30HS029763-01,Not specified,Research Grant,Awarded,"$1,000,000.00",NIH RePORTER,2023
Assess Risk of Wrong Patient Errors in an EMR that Allows Multiple Records Open,https://reporter.nih.gov/project-details/1R21HS023704-01,Not specified,Research Grant,Awarded,"$162,811.00",NIH RePORTER,2023
MOLECULAR AND CELLULAR FUNCTION OF THE MELATONIN RECEPTOR,https://reporter.nih.gov/project-details/5P01AG010794-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
"ISOLATE, CHARACTERIZE & EXPRESS CLONED ATP SENSITIVE K CHANNELS",https://reporter.nih.gov/project-details/2S07RR007238-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
IN SITU HYBRIDIZATION USING PCR,https://reporter.nih.gov/project-details/2S07RR007238-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
ATP SENSITIVE POTASSIUM CHANNELS,https://reporter.nih.gov/project-details/2R01NS028504-05,Not specified,Research Grant,Awarded,"$236,689.00",NIH RePORTER,2023
SMALL CONDUCTANCE CALCIUM ACTIVATED POTASSIUM CHANNELS,https://reporter.nih.gov/project-details/5R01GM058259-03,Not specified,Research Grant,Awarded,"$316,813.00",NIH RePORTER,2023
POTASSIUM CHANNELS AND GONADOTROPIN RELEASING HORMONE AND MOLECULAR BIOLOGY,https://reporter.nih.gov/project-details/2S07RR005412-29,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
CALCIUM-ACTIVATED POTASSIUM CHANNELS,https://reporter.nih.gov/project-details/5R01NS031872-03,Not specified,Research Grant,Awarded,"$252,830.00",NIH RePORTER,2023
Molecular Physiology of SK2 channels in CA1 neurons,https://reporter.nih.gov/project-details/2R01NS038880-14A1,Not specified,Research Grant,Awarded,"$306,652.00",NIH RePORTER,2023
Molecular Physiology of the SK2 Channels in CA1 Neurons,https://reporter.nih.gov/project-details/5R01NS038880-13,Not specified,Research Grant,Awarded,"$361,928.00",NIH RePORTER,2023
MOLECULAR PHYSIOLOGY OF SK CHANNELS IN CA1 NEURONS,https://reporter.nih.gov/project-details/5R01NS038880-04,Not specified,Research Grant,Awarded,"$302,000.00",NIH RePORTER,2023
2008 Ion Channels Gordon Research Conference,https://reporter.nih.gov/project-details/1R13NS062460-01,Not specified,Research Grant,Awarded,"$20,000.00",NIH RePORTER,2023
SK CHANNELS IN HYPEREXCITABLE SKELETAL MUSCLE,https://reporter.nih.gov/project-details/3R01NS036800-03S1,Not specified,Research Grant,Awarded,"$50,000.00",NIH RePORTER,2023
SK2-associated protein kinase CK2: molecular basis and physiological roles,https://reporter.nih.gov/project-details/5R01MH076752-03,Not specified,Research Grant,Awarded,"$266,915.00",NIH RePORTER,2023
SK2 Channels as Novel Neuroprotective Targets Against Cerebral  Ischemia,https://reporter.nih.gov/project-details/5R01NS065855-03,Not specified,Research Grant,Awarded,"$326,990.00",NIH RePORTER,2023
Coupled LTP-dependent trafficking of synaptic SK channels and NMDARs,https://reporter.nih.gov/project-details/5R01MH093599-03,Not specified,Research Grant,Awarded,"$300,640.00",NIH RePORTER,2023
GABA-A Receptor Rescue as a Neuroprotective Strategy in Cerebral Ischemia,https://reporter.nih.gov/project-details/5R01NS058792-05,Not specified,Research Grant,Awarded,"$414,653.00",NIH RePORTER,2023
Ca2-gating of SK Channels: Atomic Structure and Function,https://reporter.nih.gov/project-details/1R01MH065543-01,Not specified,Research Grant,Awarded,"$352,000.00",NIH RePORTER,2023
Cloning of the slow AHP channel,https://reporter.nih.gov/project-details/1R21MH074612-01,Not specified,Research Grant,Awarded,"$160,212.00",NIH RePORTER,2023
Drosophila SK channels: ICS and the mammalian Islow AHP,https://reporter.nih.gov/project-details/2R01GM058259-05,Not specified,Research Grant,Awarded,"$347,755.00",NIH RePORTER,2023
Ca2+-gating of SK Channels: Atomic Structure and Function,https://reporter.nih.gov/project-details/5R01MH065543-02,Not specified,Research Grant,Awarded,"$339,750.00",NIH RePORTER,2023
STRUCTURE AND FUNCTION OF MAMMALIAN POTASSIUM CHANNELS,https://reporter.nih.gov/project-details/5R01NS028504-03,Not specified,Research Grant,Awarded,"$206,021.00",NIH RePORTER,2023
CHARACTERIZATION AND FUNCTION OF THE GNRH:SH GENE LOCUS,https://reporter.nih.gov/project-details/5R01HD024562-02,Not specified,Research Grant,Awarded,"$147,833.00",NIH RePORTER,2023
Molecular definition of the slow AHP channels in CA1 neurons,https://reporter.nih.gov/project-details/1R21NS071314-01,Not specified,Research Grant,Awarded,"$231,000.00",NIH RePORTER,2023
SK2-associated protein kinase CK2: molecular basis,https://reporter.nih.gov/project-details/1R01MH076752-01,Not specified,Research Grant,Awarded,"$289,969.00",NIH RePORTER,2023
STRUCTURE AND FUNCTION OF POTASSIUM CHANNELS,https://reporter.nih.gov/project-details/5R01NS028504-04,Not specified,Research Grant,Awarded,"$219,574.00",NIH RePORTER,2023
POTASSIUM CHANNELS & GONADOTROPIN RELEASING HORMONE & MOLECULAR BIOLOGY,https://reporter.nih.gov/project-details/2S07RR005412-30,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Investigating Transcriptional Responses to the Environment,https://reporter.nih.gov/project-details/1ZIAES101987-11,Not specified,Research Grant,Awarded,"$1,850,755.00",NIH RePORTER,2023
Probing the specificity and activity of the metazoan Integrator complex,https://reporter.nih.gov/project-details/5R01GM134539-04,Not specified,Research Grant,Awarded,"$649,491.00",NIH RePORTER,2023
Identifying the sequences and factors that govern the fate of elongating RNAPII,https://reporter.nih.gov/project-details/1R01GM139960-01,Not specified,Research Grant,Awarded,"$431,422.00",NIH RePORTER,2023
Single molecule analyses of RNA polymerase II elongation,https://reporter.nih.gov/project-details/5F32GM066661-02,Not specified,Research Grant,Awarded,"$49,864.00",NIH RePORTER,2023
Investigating Transcriptional Responses to the Environme,https://reporter.nih.gov/project-details/1Z01ES101987-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Pathogen and patient determinants of Candida gut colonization in critically ill patients,https://reporter.nih.gov/project-details/1K23AI185174-01,Not specified,Research Grant,Awarded,"$194,036.00",NIH RePORTER,2023
CORE--RESEARCH DEVELOPMENT/ENRICHMENT,https://reporter.nih.gov/project-details/1P30AG013283-03,Not specified,Research Grant,Awarded,"$145,128.00",NIH RePORTER,2023
MULTIDISCIPLINARY RESEARCH TRAINING IN AGING,https://reporter.nih.gov/project-details/5T32AG000114-04,Not specified,Research Grant,Awarded,"$366,586.00",NIH RePORTER,2023
GORDON RESEARCH CONFERENCE ON THE BIOLOGY OF AGING,https://reporter.nih.gov/project-details/3R13AG004995-01S1,Not specified,Research Grant,Awarded,"$1,600.00",NIH RePORTER,2023
GRANTS FOR GERIATRIC EDUCATION CENTER,https://reporter.nih.gov/project-details/5D31AH065006-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
SUBCELLULAR AND EXTRACELLULAR STRUCTURES ASSOCIATED WITH NERVE AND MUSCLE,https://reporter.nih.gov/project-details/1Z01NS002092-17,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FUNCTION AND STRUCTURE OF IONIC CHANNELS--ION INTERACTIONS AND GATING MECHANISMS,https://reporter.nih.gov/project-details/1Z01NS002087-13,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
EXCITABLE MEMBRANE CHARACTERISTICS--VOLTAGE CLAMP AND IMPEDANCE MEASUREMENTS,https://reporter.nih.gov/project-details/1Z01NS001950-14,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Selfish gene and genetic control of vector-borne diseases,https://reporter.nih.gov/project-details/5R21AI071208-02,Not specified,Research Grant,Awarded,"$217,892.00",NIH RePORTER,2023
Forward and Reverse Genetics in Mosquitoes Using an RNA Virus,https://reporter.nih.gov/project-details/5R21AI072038-02,Not specified,Research Grant,Awarded,"$228,227.00",NIH RePORTER,2023
Antiviral Pathways in Disease Vector Mosquitoes,https://reporter.nih.gov/project-details/5R01AI085091-05,Not specified,Research Grant,Awarded,"$384,660.00",NIH RePORTER,2023
Recombination-mediated cassette exchange in Aedes aegypti mosquitoes,https://reporter.nih.gov/project-details/5R21AI099843-02,Not specified,Research Grant,Awarded,"$199,500.00",NIH RePORTER,2023
Controlling Arbovirus Transmission: PopulationSuppression and Virus-Induced Mosquito Death,https://reporter.nih.gov/project-details/5R01AI149608-04,Not specified,Research Grant,Awarded,"$151,500.00",NIH RePORTER,2023
Self-eliminating strategy to control gene drive,https://reporter.nih.gov/project-details/5R01AI148787-03,Not specified,Research Grant,Awarded,"$741,091.00",NIH RePORTER,2023
Diverse Predoctoral Training in Genetics,https://reporter.nih.gov/project-details/5T32GM135115-05,Not specified,Research Grant,Awarded,"$179,592.00",NIH RePORTER,2023
DNA repair pathway choice and significance in targeted genome editing of Aedes aegypti,https://reporter.nih.gov/project-details/5R01AI137112-04,Not specified,Research Grant,Awarded,"$425,420.00",NIH RePORTER,2023
Identification and disruption of mosquito heme transporters,https://reporter.nih.gov/project-details/7R21AI115138-03,Not specified,Research Grant,Awarded,"$182,645.00",NIH RePORTER,2023
The role of the circadian clock in the behavior of the malaria mosquito Anopheles coluzzii,https://reporter.nih.gov/project-details/5R21AI149100-02,Not specified,Research Grant,Awarded,"$189,375.00",NIH RePORTER,2023
Controlling Arbovirus Transmission: Population Suppression and Virus-Induced Mosquito Death,https://reporter.nih.gov/project-details/3R01AI149608-02S1,Not specified,Research Grant,Awarded,"$10,350.00",NIH RePORTER,2023
Genetic identification of novel mTORC1 regulators and homeostatic signaling mechanisms,https://reporter.nih.gov/project-details/1F31CA228241-01,Not specified,Research Grant,Awarded,"$44,524.00",NIH RePORTER,2023
Development and Application of T1rho Dispersion Imaging of Aging Muscle,https://reporter.nih.gov/project-details/5K25AG076864-02,Not specified,Research Grant,Awarded,"$119,474.00",NIH RePORTER,2023
THE PSYCHOBIOLOGY OF MOTHER-YOUNG INTERACTIONS,https://reporter.nih.gov/project-details/5F31MH008986-02,Not specified,Research Grant,Awarded,"$9,552.00",NIH RePORTER,2023
INFORMATION FLOW IN COMPUTATIONAL HIPPOCAMPAL MODELS,https://reporter.nih.gov/project-details/1F31MH009967-01,Not specified,Research Grant,Awarded,"$11,500.00",NIH RePORTER,2023
SITE-DIRECTED MUTAGENESIS OF NONMUSCLE MYOSIN HEAVY CHAINS,https://reporter.nih.gov/project-details/1Z01HL004219-03,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Novel direct vago-vagal recording of i.v. ghrelin action,https://reporter.nih.gov/project-details/5R21DK074736-02,Not specified,Research Grant,Awarded,"$150,748.00",NIH RePORTER,2023
Mechanisms for the Perception of Surfaces and Materials,https://reporter.nih.gov/project-details/1R01EY019262-01,Not specified,Research Grant,Awarded,"$284,985.00",NIH RePORTER,2023
Integrative Training Progran in Vision,https://reporter.nih.gov/project-details/5T32EY013935-09,Not specified,Research Grant,Awarded,"$91,374.00",NIH RePORTER,2023
MOTION AND FORM IN VISION,https://reporter.nih.gov/project-details/1R01EY011005-01,Not specified,Research Grant,Awarded,"$256,228.00",NIH RePORTER,2023
Integrative Training Program in Vision,https://reporter.nih.gov/project-details/5T32EY013935-05,Not specified,Research Grant,Awarded,"$198,035.00",NIH RePORTER,2023
MECHANISMS OF LIGHTNESS PERCEPTION,https://reporter.nih.gov/project-details/5R01EY012690-03,Not specified,Research Grant,Awarded,"$219,157.00",NIH RePORTER,2023
Rapid Material Perception,https://reporter.nih.gov/project-details/1R21EY019741-01,Not specified,Research Grant,Awarded,"$247,920.00",NIH RePORTER,2023
IFOSFAMIDE & UROPROTECTOR MESNA IN PELVIC MALIGNANCIES,https://reporter.nih.gov/project-details/5M01RR000229-25,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
"Evaluation, Validation, and Implementation of Acoustic Droplet Ejector Technology",https://reporter.nih.gov/project-details/1R43GM095075-01,Not specified,Research Grant,Awarded,"$389,176.00",NIH RePORTER,2023
PSEUDOTYPED LENTIVIRAL VECTOR GENE THERAPY OF HEMOPHILIA,https://reporter.nih.gov/project-details/1F32HL010084-01,Not specified,Research Grant,Awarded,"$26,176.00",NIH RePORTER,2023
ORDER FOR SUPPLIES,https://reporter.nih.gov/project-details/N01LM085594-002,Not specified,Research Grant,Awarded,"$40,000.00",NIH RePORTER,2023
Pediatric Traumatic Brain Injury Consortium: Hypothermia,https://reporter.nih.gov/project-details/1U01NS052478-01A2,Not specified,Research Grant,Awarded,"$2,024,073.00",NIH RePORTER,2023
Efficacy of Hypothermia in Pediatric TBI,https://reporter.nih.gov/project-details/1R01NS042298-01A1,Not specified,Research Grant,Awarded,"$355,126.00",NIH RePORTER,2023
HYPOTHERMIA FOR SEVERE TBI IN CHILDREN,https://reporter.nih.gov/project-details/5R01NS038448-03,Not specified,Research Grant,Awarded,"$575,032.00",NIH RePORTER,2023
SEVERE DIFFUSE TRAUMATIC BRAIN INJURY,https://reporter.nih.gov/project-details/5K08NS001809-04,Not specified,Research Grant,Awarded,"$121,301.00",NIH RePORTER,2023
HYPOTHERMIA FOR SEVERE TRAUMATIC BRAIN INJURY IN CHILDRE,https://reporter.nih.gov/project-details/1R01NS038448-01,Not specified,Research Grant,Awarded,"$668,431.00",NIH RePORTER,2023
EFFICACY OF HYPOTHERMIA IN PEDIATRIC TBI: LOCAL CEREBRAL BIOCHEMICAL SECONDARY,https://reporter.nih.gov/project-details/2M01RR000084-43,Not specified,Research Grant,Awarded,"$15,943.00",NIH RePORTER,2023
USE OF NEAR INFRARED SPECTROSCOPY FOR MONITORING CEREBRAL OXYGENATION,https://reporter.nih.gov/project-details/5M01RR000084-37,Not specified,Research Grant,Awarded,"$20,632.00",NIH RePORTER,2023
PSYCHOLOGICAL EFFECTS OF ACCIDENTAL INJURY IN CHILDREN,https://reporter.nih.gov/project-details/5M01RR000084-37,Not specified,Research Grant,Awarded,"$16,327.00",NIH RePORTER,2023
EFFICACY OF HYPOTHERMIA IN PEDIATRIC TBI: HYPOTHERMIA IN THE TREATMENT OF SEVERE,https://reporter.nih.gov/project-details/2M01RR000084-43,Not specified,Research Grant,Awarded,"$7,972.00",NIH RePORTER,2023
SOUTHWEST ONCOLOGY GROUP,https://reporter.nih.gov/project-details/2U10CA004919-34A1,Not specified,Research Grant,Awarded,"$204,969.00",NIH RePORTER,2023
EXPRESSION OF NONMUSCLE MYOSIN ISOFORMS IN EUKARYOTIC CELLS,https://reporter.nih.gov/project-details/1Z01HL004218-09,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
NULL MUTATIONS OF VERTEBRATE NONMUSCLE MYOSIN HEAVY CHAINS,https://reporter.nih.gov/project-details/1Z01HL004223-07,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
EXPRESSION AND SITE-DIRECTED MUTAGENESIS OF NONMUSCLE MYOSIN HEAVY CHAINS,https://reporter.nih.gov/project-details/1Z01HL004219-05,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
INTERACTION OF NONMUSCLE MYOSIN II WITH PLASMA MEMBRANES,https://reporter.nih.gov/project-details/1Z01HL004230-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
CLONING AND CHARACTERIZATION OF MYOSIN-RELATED CDNAS FROM XENOPUS LAEVIS,https://reporter.nih.gov/project-details/1Z01HL004222-06,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FUNCTION OF NONMUSCLE MYOSIN II-B HEAVY CHAIN,https://reporter.nih.gov/project-details/1Z01HL004216-07,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
NULL MUTATION OF A NEURON-SPECIFIC EXON OF NONMUSCLE MYOSIN II HEAVY CHAIN-B,https://reporter.nih.gov/project-details/1Z01HL004228-05,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
The Role of Nonmuscle Myosin II-B In Vivo,https://reporter.nih.gov/project-details/1ZIAHL004228-18,Not specified,Research Grant,Awarded,"$425,242.00",NIH RePORTER,2023
The Function of Nonmuscle Myosin Heavy Chains,https://reporter.nih.gov/project-details/1Z01HL004216-18,Not specified,Research Grant,Awarded,"$376,136.00",NIH RePORTER,2023
In Vivo Function of Nonmuscle Myosin II-A,https://reporter.nih.gov/project-details/1ZIAHL004218-21,Not specified,Research Grant,Awarded,"$449,081.00",NIH RePORTER,2023
In Vivo Function of Nonmuscle Myosin 2A,https://reporter.nih.gov/project-details/1ZIAHL004218-28,Not specified,Research Grant,Awarded,"$552,930.00",NIH RePORTER,2023
Conditional Ablation and Mutation of Nonmuscle Myosins,https://reporter.nih.gov/project-details/1Z01HL004235-05,Not specified,Research Grant,Awarded,"$299,640.00",NIH RePORTER,2023
The Role of Nonmuscle Myosins in Development,https://reporter.nih.gov/project-details/1Z01HL004223-16,Not specified,Research Grant,Awarded,"$376,136.00",NIH RePORTER,2023
Alternative Splicing of Nonmuscle Myosin Heavy Chains,https://reporter.nih.gov/project-details/1Z01HL004236-05,Not specified,Research Grant,Awarded,"$376,136.00",NIH RePORTER,2023
Identification of Downstream Signals for Pitx2a,https://reporter.nih.gov/project-details/1Z01HL004235-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
The Function of Nonmuscle Myosin II Heavy Chains,https://reporter.nih.gov/project-details/1Z01HL004216-08,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
